CourseNo,CourseNameAra,CourseNameEng,CourseCode,CourseCH,TheoreticalCH,PracticalCH,CourseDescAra,CourseDescEng,CourseObjAra,CourseObjEng,WCourseDescAra,WCourseDescEng,WCourseObjAra,WCourseObjEng,DepartmentNo
"174","الثقافة الإسلامية","ISLAMIC CULTURE","ACD03262","3","3","0","المبادئ والأفكار الإسلامية التي تحدد صلة الإنسان بالله عزَّ وجلَّ وبالكون (عقيدة، وتشريعات، وعبادات)، كما يهدف إلى إصلاح المجتمع بصورة يسود فيها الأمن وتتحقق فيها إنسانية الإنسان، وأهليته في عمارة الأرض، وذلك من خلال تطبيق الأنظمة الإسلامية في الواقع وصلاحيتها لكل زمان ومكان، وموقف الإسلام من القضايا المعاصرة والمستجدة، وقدرة الإسلام على تأسيس علاقات دولية ثابتة ومستقرة.","","","","المبادئ والأفكار الإسلامية التي تحدد صلة الإنسان بالله عزَّ وجلَّ وبالكون (عقيدة، وتشريعات، وعبادات)، كما يهدف إلى إصلاح المجتمع بصورة يسود فيها الأمن وتتحقق فيها إنسانية الإنسان، وأهليته في عمارة الأرض، وذلك من خلال تطبيق الأنظمة الإسلامية في الواقع وصلاحيتها لكل زمان ومكان، وموقف الإسلام من القضايا المعاصرة والمستجدة، وقدرة الإسلام على تأسيس علاقات دولية ثابتة ومستقرة.","","","","6"
"175","تركيب البيانات","DATA STRUCTURE","EEE43251","3","2","1",\N,\N,\N,\N,"","","","","2"
"176","دوائر كهربائية I","ELECTRICAL CIRCUITS I","EEE13250","3","3","0",\N,\N,\N,\N,"","","","","2"
"177","إلكترونيات I","ELECTRONICS I","EEE13251","3","3","0",\N,\N,\N,\N,"","","","","2"
"178","أساليب البحث العلمي","METHODS OF SCIENTIFIC RESEARCH","ACD02263","2","2","0",\N,\N,\N,\N,"","","","","6"
"179","الجبر الخطي","LINEAR ALGEBRA","ACD03264","3","3","0",\N,\N,\N,\N,"","","","","6"
"180","تصميم وتحليل الخوارزميات","ALGORITHMS DESIGN AND ANALYSIS","EEE43252","3","3","0",\N,\N,\N,\N,"","","","","2"
"181","لغات برمجة","PROGRAMMING LANGUAGES","EEE43253","3","2","1",\N,\N,\N,\N,"","","","","1"
"182","دوائر كهربائية II","ELECTRICAL CIRCUITS II","EEE13252","3","3","0",\N,\N,\N,\N,"","","","","2"
"183","مختبر دوائر كهربائية","ELECTRICAL CIRCUITS LAB","EEE11253","1","0","1",\N,\N,\N,\N,"","","","","2"
"184","إلكترونيات II","ELECTRONICS II","EEE13254","3","3","0",\N,\N,\N,\N,"","","","","2"
"185","مختبر إلكترونيات","ELECTRONICS LAB","EEE11255","1","0","1",\N,\N,\N,\N,"","","","","2"
"186","التكنولوجيا والمجتمع","TECHNOLOGY AND SOCIETY","EEE02352","2","2","0",\N,\N,\N,\N,"","","","","2"
"187","معادلات تفاضلية","DIFFERENTIAL EQUATIONS","ACD03265","3","3","0",\N,\N,\N,\N,"","","","","6"
"188","البرمجة الشيئية الموجهة","OBJECT ORIENTED PROGRAMMING","EEE43354","3","2","1",\N,\N,\N,\N,"","","","","1"
"189","أساسيات المنطق الرقمي","DIGITAL LOGIC FUNDAMENTALS","EEE13356","3","3","0",\N,\N,\N,\N,"","","","","2"
"190","نظرية الاحتمالات والإحصاء","PROBABILITY AND STATISTICS","ACD03266","3","3","0",\N,\N,\N,\N,"","","","","6"
"191","الأشارات وتواصل البيانات","SIGNALS AND DATA COMMUNICATIONS","EEE33350","3","3","0",\N,\N,\N,\N,"","","","","2"
"192","لغة إنجليزية متقدمة","ADVANCED ENGLISH LANGUAGE","ACD03381","3","3","0","","","","","","","","","6"
"193","هندسة البرمجيات","SOFTWARE ENGINEERING","EEE43355","3","3","0",\N,\N,\N,\N,"","","","","1"
"194","نظم التشغيل","OPERATING SYSTEMS","EEE43356","3","2","1",\N,\N,\N,\N,"","","","","1"
"195","الإدارة والاقتصاد الهندسي","ENGINEERING ECONOMICS AND MANAGEMENT","EEE03353","3","3","0",\N,\N,\N,\N,"","","","","2"
"196","تصميم الأنظمة الرقمية","DIGITAL SYSTEMS DESIGN","EEE13357","3","3","0",\N,\N,\N,\N,"","","","","2"
"197","مختبر الأنظمة الرقمية","DIGITAL SYSTEMS LAB","EEE11358","1","0","1",\N,\N,\N,\N,"","","","","2"
"198","معمارية الحاسوب I","COMPUTER ORG. AND ARCH. I","EEE43357","3","3","0",\N,\N,\N,\N,"","","","","2"
"199","التحليل العددي","NUMERICAL ANALYSIS","ACD03267","3","3","0",\N,\N,\N,\N,"","","","","6"
"200","نظم قواعد البيانات","DATABASE SYSTEMS","EEE43458","3","3","0",\N,\N,\N,\N,"","","","","1"
"201","مختبر نظم قواعد البيانات","DATABASE SYSTEMS LAB","EEE41459","1","0","1",\N,\N,\N,\N,"","","","","2"
"202","مقدمة في المعالجات الدقيقة","INTRODUCTION TO MICROPROCESSORS","EEE43460","3","3","0",\N,\N,\N,\N,"","","","","2"
"203","معمارية الحاسوب II","COMPUTER ORG. AND ARCH. II","EEE43461","3","3","0",\N,\N,\N,\N,"","","","","2"
"204","أنظمة التحكم الخطية","LINEAR CONTROL SYSTEM","EEE63499","3","3","0",\N,\N,\N,\N,"","","","","2"
"205","برمجة النظم","SYSTEMS PROGRAMMING","EEE43462","3","3","0",\N,\N,\N,\N,"","","","","1"
"206","المعالجات الدقيقة المتقدمة","ADVANCED MICROPROCESSOR","EEE43463","3","3","0",\N,\N,\N,\N,"","","","","2"
"207","مختبر المعالجات الدقيقة","MICROPROCESSOR LAB","EEE41464","1","0","1",\N,\N,\N,\N,"","","","","2"
"208","تقنيات الربط بالحاسوب","INTERFACING TECHNIQUES","EEE43465","3","2","1",\N,\N,\N,\N,"","","","","2"
"209","شبكات الحاسوب","COMPUTER NETWORKS","EEE43466","3","3","0",\N,\N,\N,\N,"","","","","2"
"211","مقدمة في مشروع التخرج","INTRODUCTION TO GRADUATION PROJECT","EEE01554","1","1","0",\N,\N,\N,\N,"","","","","2"
"212","مختبر المعالجات الدقيقة المتقدمة","ADVANCED MICROPROCESSOR LAB","EEE41567","1","0","1","","","","","","","","","2"
"213","مشروع التخرج","GRADUATION PROJECT","EEE03555","3","2","1",\N,\N,\N,\N,"","","","","2"
"214","مقدمة في استخدام الحاسوب","INTRODUCTION TO COMPUTER","CMP03150","3","1","2","أهمية الحاسوب ونبذة عنه ومصطلحات الحاسوب الأساسية، أنظمة العد واستخدامها، المكونات المادية للحاسوب  (Hardware) ووظائفها، تمييز وسائط حفظ وتخزين البيانات والمعلومات، مكونات الحاسوب البرمجة (Software) ووظائف أجزائه الأساسية، تشغيل وإدارة الحاسوب باستخدام Dos and Windows تحليل مسائل بمنهجية وتصميم مخططات لسير العمليات لها والتطبيق المبسط لحلها باستخدام الحاسوب، استخدام الحزم البرمجة الأساسية في Windows، وتطبيقات حاسوبية على برنامجي Power Point, Word.","","","","أهمية الحاسوب ونبذة عنه ومصطلحات الحاسوب الأساسية، أنظمة العد واستخدامها، المكونات المادية للحاسوب  (Hardware) ووظائفها، تمييز وسائط حفظ وتخزين البيانات والمعلومات، مكونات الحاسوب البرمجة (Software) ووظائف أجزائه الأساسية، تشغيل وإدارة الحاسوب باستخدام Dos and Windows تحليل مسائل بمنهجية وتصميم مخططات لسير العمليات لها والتطبيق المبسط لحلها باستخدام الحاسوب، استخدام الحزم البرمجة الأساسية في Windows، وتطبيقات حاسوبية على برنامجي Power Point, Word.","","","","1"
"215","مبادئ الكهرباء","PRINCIPLES OF ELECTRC CIRCUITS","EEE14259","4","3","1","العناصر الأساسية للدوائر الكهربائية، دوائر التيار المباشر، قوانين ونظريات تحليل دوائر التيار المباشر، التيار المتناوب AC أحادي الطور، عناصر دوائر التيار المتناوب، تحليل دوائر التيار المتناوب، الأعداد المركبة، واستعمالها في تحليل الدوائر، المغناطيسية والكهرومغناطيسية، المحول الكهربائي، دوائر الرنين (التوالي والتوازي)، دوائر التيار المتناوب ثلاثي الأطوار.","","","","العناصر الأساسية للدوائر الكهربائية، دوائر التيار المباشر، قوانين ونظريات تحليل دوائر التيار المباشر، التيار المتناوب AC أحادي الطور، عناصر دوائر التيار المتناوب، تحليل دوائر التيار المتناوب، الأعداد المركبة، واستعمالها في تحليل الدوائر، المغناطيسية والكهرومغناطيسية، المحول الكهربائي، دوائر الرنين (التوالي والتوازي)، دوائر التيار المتناوب ثلاثي الأطوار.","","","","2"
"216","مشغل هندسي","ENGINEERING WORKSHOP","MEE02152","2","0","2","البرادة، والتخطيط والسنبكة، النشر اليدوي، عملية الثقب، التسنين اليدوي، قص الصفائح المعدنية، ثني الصفائح المعدنية، الوصل بالبرشمة، الوصل باللحام، الأزملة.","","","","البرادة، والتخطيط والسنبكة، النشر اليدوي، عملية الثقب، التسنين اليدوي، قص الصفائح المعدنية، ثني الصفائح المعدنية، الوصل بالبرشمة، الوصل باللحام، الأزملة.","","","","2"
"217","مدخل إلى التربية","INTRODUCTION TO EDUCATION","EDU13150","3","3","0","مفهوم التربية وأنواعها وأهدافها، وأهميتها، وصلتها بالعلوم الأخرى، وتطورها عبر العصور، وأسس التربية النفسية والاجتماعية، ومهارات البحث التربوي، وواقع المشكلات التربوية في الوطن العربي واقتراحات حلها وتطور التربية فيها، وطرق الإفادة منها في العملية التعليمية، وأعلام التربية قديماً وحديثاً","","","","مفهوم التربية وأنواعها وأهدافها، وأهميتها، وصلتها بالعلوم الأخرى، وتطورها عبر العصور، وأسس التربية النفسية والاجتماعية، ومهارات البحث التربوي، وواقع المشكلات التربوية في الوطن العربي واقتراحات حلها وتطور التربية فيها، وطرق الإفادة منها في العملية التعليمية، وأعلام التربية قديماً وحديثاً","","","","6"
"218","تطبيقات برمجية","MS OFFICE","CMP02151","2","0","2","معالجة الصور الثابتة والمتحركة، وتسجيل لقطات حركة الشاشة\
Photoshop, Flash, Snagit or Captivate.\
","","","","معالجة الصور الثابتة والمتحركة، وتسجيل لقطات حركة الشاشة\
Photoshop, Flash, Snagit or Captivate.","","","","1"
"219","مشغل كهرباء","ELECTRIC WORKSHOP","EEE12160","2","0","2","مراحل توليد ونقل وتوزيع الطاقة الكهربائية، رسم وتوصيل وتشغيل دوائر التمديدات الكهربائية المنزلية إنجاز تمديدات صناعية وما يتطلب ذلك من تصميم وتنفيذ اللوحات الكهربائية، استخدام أجهزة الحماية والتحكم ودراسة مخططات التحكم والقدرة اللازمة، الأنواع المختلفة من المحركات الكهربائية وكيفية تشغيلها مسببات الصدمة الكهربائية والآثار الناجمة ووسائل تلافي حدوثها والتصرف الملائم عند حدوثها. ","","","","مراحل توليد ونقل وتوزيع الطاقة الكهربائية، رسم وتوصيل وتشغيل دوائر التمديدات الكهربائية المنزلية إنجاز تمديدات صناعية وما يتطلب ذلك من تصميم وتنفيذ اللوحات الكهربائية، استخدام أجهزة الحماية والتحكم ودراسة مخططات التحكم والقدرة اللازمة، الأنواع المختلفة من المحركات الكهربائية وكيفية تشغيلها مسببات الصدمة الكهربائية والآثار الناجمة ووسائل تلافي حدوثها والتصرف الملائم عند حدوثها.","","","","2"
"220","رسم هندسي","ENGINEERING DRAWING","MEE03153","3","1","2","مبادئ الرسم الهندسي، مصطلحات وتعابير ورموز الرسم الهندسي، تنظيم اللوحة، الأشكال الهندسية وطرق رسمها، رسم المساقط للمجسمات الكاملة، رسم المنظور للمجسمات، المقاطع الطولية والعرضية، وضع الأبعاد، رسم افرادات المجسمات البسيطة، قراءة واستخدام المصطلحات والرموز في الرسوم الهندسية.","","","","مبادئ الرسم الهندسي، مصطلحات وتعابير ورموز الرسم الهندسي، تنظيم اللوحة، الأشكال الهندسية وطرق رسمها، رسم المساقط للمجسمات الكاملة، رسم المنظور للمجسمات، المقاطع الطولية والعرضية، وضع الأبعاد، رسم افرادات المجسمات البسيطة، قراءة واستخدام المصطلحات والرموز في الرسوم الهندسية.","","","","2"
"221","رياضيات عامة II","GENERAL MATHEMATICS II","ACD03179","3","3","0","الاقترانات اللوغارتمية، والمثلثية، والمثلثية الزائدة، ومعكوسها، وخصائصها واشتقاقها، وتكاملاتها، وطرق التكامل بالكسور الجزئية، التكامل الثنائي والثلاثي، والتكاملات المعتلة وتطبيقاتهما ""إيجاد المساحات والحجوم""، الاحداثيات القطبية وخصائصها. المتواليات والمتسلسلات ومتسلسلات القوى، اختبار التقارب والتباعد ""التقارب المطلق والمشروط""، و متسلسلات مكلورين وتايلور وتطبيقاتها.","","","","الاقترانات اللوغارتمية، والمثلثية، والمثلثية الزائدة، ومعكوسها، وخصائصها واشتقاقها، وتكاملاتها، وطرق التكامل بالكسور الجزئية، التكامل الثنائي والثلاثي، والتكاملات المعتلة وتطبيقاتهما ""إيجاد المساحات والحجوم""، الاحداثيات القطبية وخصائصها. المتواليات والمتسلسلات ومتسلسلات القوى، اختبار التقارب والتباعد ""التقارب المطلق والمشروط""، و متسلسلات مكلورين وتايلور وتطبيقاتها.","","","","6"
